Репликација (индекс);Путник;Авионски лет;Полазиште;Одредиште;Локално време захтева (ISO 8601);Време захтева (s од поноћи);Сат од поноћи
9;SYN2-270-D:P0002;SYN2-270-D;JUG;LYBE;2026-07-31T10:42:57.803788+02:00;38577,80378840024;10
9;SYN2-275-D:P0001;SYN2-275-D;JUG;LYBE;2026-07-31T10:43:57.560503+02:00;38637,56050251611;10
9;SYN2-033-A:P0001;SYN2-033-A;LYBE;BW;2026-07-31T10:53:47.681198+02:00;39227,68119780358;10
9;SYN2-032-A:P0001;SYN2-032-A;LYBE;DOR;2026-07-31T10:55:11.177060+02:00;39311,17706008165;10
9;SYN2-285-D:P0001;SYN2-285-D;DOR;LYBE;2026-07-31T10:57:49.107619+02:00;39469,10761945569;10
9;SYN2-361-D:P0001;SYN2-361-D;LYBV;LYBE;2026-07-31T10:58:32.326073+02:00;39512,326073211814;10
9;SYN2-365-D:P0002;SYN2-365-D;LYBV;LYBE;2026-07-31T10:58:35.467984+02:00;39515,46798364101;10
9;SYN2-032-A:P0002;SYN2-032-A;LYBE;BW;2026-07-31T10:58:41.780385+02:00;39521,78038508887;10
9;SYN2-034-A:P0001;SYN2-034-A;LYBE;BW;2026-07-31T11:01:57.752071+02:00;39717,7520705784;11
9;SYN2-036-A:P0002;SYN2-036-A;LYBE;JUG;2026-07-31T11:20:04.514193+02:00;40804,514193191724;11
9;SYN2-036-A:P0001;SYN2-036-A;LYBE;LYBV;2026-07-31T11:22:42.990089+02:00;40962,99008926455;11
9;SYN2-037-A:P0002;SYN2-037-A;LYBE;JUG;2026-07-31T11:26:08.796039+02:00;41168,79603906467;11
9;SYN2-365-D:P0001;SYN2-365-D;BW;LYBE;2026-07-31T11:28:44.507672+02:00;41324,50767153674;11
9;SYN2-041-A:P0001;SYN2-041-A;LYBE;BW;2026-07-31T11:30:05.441459+02:00;41405,441459426336;11
9;SYN2-037-A:P0001;SYN2-037-A;LYBE;LYBV;2026-07-31T11:32:31.668615+02:00;41551,66861537685;11
9;SYN2-162-A:P0001;SYN2-162-A;LYBE;LYBV;2026-07-31T11:35:19.513199+02:00;41719,51319875061;11
9;SYN2-044-A:P0001;SYN2-044-A;LYBE;BW;2026-07-31T11:41:24.284062+02:00;42084,284062265295;11
9;SYN2-043-A:P0001;SYN2-043-A;LYBE;LYBV;2026-07-31T11:41:55.125359+02:00;42115,12535895983;11
9;SYN2-287-D:P0001;SYN2-287-D;BW;LYBE;2026-07-31T11:45:01.783726+02:00;42301,78372564508;11
9;SYN2-288-D:P0002;SYN2-288-D;DOR;LYBE;2026-07-31T11:46:23.973243+02:00;42383,973243133725;11
9;SYN2-046-A:P0001;SYN2-046-A;LYBE;JUG;2026-07-31T11:47:58.070055+02:00;42478,0700545654;11
9;SYN2-045-A:P0001;SYN2-045-A;LYBE;BW;2026-07-31T11:48:32.003417+02:00;42512,00341728418;11
9;SYN2-038-A:P0001;SYN2-038-A;LYBE;DOR;2026-07-31T11:49:27.775497+02:00;42567,77549684447;11
9;SYN2-165-A:P0001;SYN2-165-A;LYBE;DOR;2026-07-31T11:56:14.991246+02:00;42974,99124625644;11
9;SYN2-286-D:P0001;SYN2-286-D;BW;LYBE;2026-07-31T12:03:14.049707+02:00;43394,049707049366;12
9;SYN2-048-A:P0001;SYN2-048-A;LYBE;JUG;2026-07-31T12:09:42.682546+02:00;43782,68254568329;12
9;SYN2-050-A:P0001;SYN2-050-A;LYBE;DOR;2026-07-31T12:17:35.446690+02:00;44255,4466903923;12
9;SYN2-290-D:P0001;SYN2-290-D;BW;LYBE;2026-07-31T12:19:50.321993+02:00;44390,32199345914;12
9;SYN2-293-D:P0003;SYN2-293-D;DOR;LYBE;2026-07-31T12:21:14.053237+02:00;44474,053237390275;12
9;SYN2-292-D:P0003;SYN2-292-D;JUG;LYBE;2026-07-31T12:25:59.682386+02:00;44759,68238635593;12
9;SYN2-293-D:P0004;SYN2-293-D;BW;LYBE;2026-07-31T12:51:23.608883+02:00;46283,608882753586;12
9;SYN2-292-D:P0001;SYN2-292-D;BW;LYBE;2026-07-31T12:53:24.408633+02:00;46404,408632617655;12
9;SYN2-061-A:P0001;SYN2-061-A;LYBE;LYBV;2026-07-31T12:54:38.966813+02:00;46478,96681272387;12
9;SYN2-167-A:P0001;SYN2-167-A;LYBE;BW;2026-07-31T12:57:45.562182+02:00;46665,562181935165;12
9;SYN2-066-A:P0002;SYN2-066-A;LYBE;BW;2026-07-31T13:06:16.691383+02:00;47176,69138257515;13
9;SYN2-063-A:P0001;SYN2-063-A;LYBE;DOR;2026-07-31T13:06:46.802065+02:00;47206,80206494204;13
9;SYN2-063-A:P0002;SYN2-063-A;LYBE;LYBV;2026-07-31T13:06:58.077763+02:00;47218,07776341683;13
9;SYN2-166-A:P0001;SYN2-166-A;LYBE;LYBV;2026-07-31T13:07:52.925055+02:00;47272,92505450474;13
9;SYN2-062-A:P0001;SYN2-062-A;LYBE;DOR;2026-07-31T13:08:30.276258+02:00;47310,27625849715;13
9;SYN2-292-D:P0002;SYN2-292-D;JUG;LYBE;2026-07-31T13:08:42.353456+02:00;47322,35345636479;13
9;SYN2-291-D:P0001;SYN2-291-D;JUG;LYBE;2026-07-31T13:14:17.728036+02:00;47657,728036354114;13
9;SYN2-291-D:P0002;SYN2-291-D;DOR;LYBE;2026-07-31T13:16:09.506558+02:00;47769,50655765632;13
9;SYN2-065-A:P0001;SYN2-065-A;LYBE;BW;2026-07-31T13:18:55.542438+02:00;47935,54243826882;13
9;SYN2-066-A:P0001;SYN2-066-A;LYBE;DOR;2026-07-31T13:19:06.256049+02:00;47946,25604854931;13
9;SYN2-069-A:P0002;SYN2-069-A;LYBE;DOR;2026-07-31T13:20:20.099645+02:00;48020,09964524595;13
9;SYN2-069-A:P0001;SYN2-069-A;LYBE;BW;2026-07-31T13:21:14.980618+02:00;48074,980618250236;13
9;SYN2-067-A:P0002;SYN2-067-A;LYBE;LYBV;2026-07-31T13:24:43.040124+02:00;48283,04012431206;13
9;SYN2-067-A:P0001;SYN2-067-A;LYBE;DOR;2026-07-31T13:26:46.136397+02:00;48406,13639668321;13
9;SYN2-302-D:P0001;SYN2-302-D;BW;LYBE;2026-07-31T13:28:18.770014+02:00;48498,7700143166;13
9;SYN2-070-A:P0003;SYN2-070-A;LYBE;LYBV;2026-07-31T13:31:42.212445+02:00;48702,2124449386;13
9;SYN2-299-D:P0002;SYN2-299-D;JUG;LYBE;2026-07-31T13:32:15.731427+02:00;48735,731426570295;13
9;SYN2-070-A:P0002;SYN2-070-A;LYBE;EXPO;2026-07-31T13:33:01.231036+02:00;48781,23103568047;13
9;SYN2-069-A:P0003;SYN2-069-A;LYBE;DOR;2026-07-31T13:36:08.683024+02:00;48968,683023913276;13
9;SYN2-293-D:P0002;SYN2-293-D;BW;LYBE;2026-07-31T13:37:52.740139+02:00;49072,740139007095;13
9;SYN2-293-D:P0001;SYN2-293-D;JUG;LYBE;2026-07-31T13:41:08.288579+02:00;49268,28857866853;13
9;SYN2-302-D:P0003;SYN2-302-D;JUG;LYBE;2026-07-31T13:42:56.560457+02:00;49376,56045691939;13
9;SYN2-070-A:P0001;SYN2-070-A;LYBE;LYBV;2026-07-31T13:47:04.772661+02:00;49624,77266062606;13
9;SYN2-072-A:P0001;SYN2-072-A;LYBE;JUG;2026-07-31T13:56:52.206957+02:00;50212,2069573434;13
9;SYN2-370-D:P0002;SYN2-370-D;BW;LYBE;2026-07-31T13:58:21.142572+02:00;50301,14257167944;13
9;SYN2-072-A:P0002;SYN2-072-A;LYBE;BW;2026-07-31T13:59:04.545491+02:00;50344,54549056414;13
9;SYN2-302-D:P0002;SYN2-302-D;DOR;LYBE;2026-07-31T14:20:57.171236+02:00;51657,171236469025;14
9;SYN2-296-D:P0001;SYN2-296-D;BW;LYBE;2026-07-31T14:21:02.459737+02:00;51662,45973740993;14
9;SYN2-296-D:P0002;SYN2-296-D;BW;LYBE;2026-07-31T14:25:00.675957+02:00;51900,67595663241;14
9;SYN2-074-A:P0004;SYN2-074-A;LYBE;BW;2026-07-31T14:26:28.546593+02:00;51988,54659289751;14
9;SYN2-370-D:P0001;SYN2-370-D;DOR;LYBE;2026-07-31T14:26:29.725284+02:00;51989,72528354585;14
9;SYN2-074-A:P0003;SYN2-074-A;LYBE;LYBV;2026-07-31T14:28:17.216601+02:00;52097,21660086026;14
9;SYN2-305-D:P0001;SYN2-305-D;EXPO;LYBE;2026-07-31T14:30:11.519539+02:00;52211,51953871752;14
9;SYN2-372-D:P0001;SYN2-372-D;JUG;LYBE;2026-07-31T14:31:35.069551+02:00;52295,06955100324;14
9;SYN2-300-D:P0001;SYN2-300-D;JUG;LYBE;2026-07-31T14:31:47.325415+02:00;52307,32541542893;14
9;SYN2-074-A:P0002;SYN2-074-A;LYBE;JUG;2026-07-31T14:34:12.239049+02:00;52452,239048959804;14
9;SYN2-074-A:P0001;SYN2-074-A;LYBE;DOR;2026-07-31T14:35:02.363179+02:00;52502,36317942974;14
9;SYN2-371-D:P0001;SYN2-371-D;EXPO;LYBE;2026-07-31T14:37:32.919100+02:00;52652,919099780076;14
9;SYN2-315-D:P0001;SYN2-315-D;LYBV;LYBE;2026-07-31T14:37:46.087040+02:00;52666,087040459584;14
9;SYN2-309-D:P0001;SYN2-309-D;EXPO;LYBE;2026-07-31T14:40:33.382303+02:00;52833,3823033051;14
9;SYN2-299-D:P0001;SYN2-299-D;LYBV;LYBE;2026-07-31T14:51:53.389635+02:00;53513,389634926476;14
9;SYN2-324-D:P0001;SYN2-324-D;DOR;LYBE;2026-07-31T14:55:46.383141+02:00;53746,38314115932;14
9;SYN2-372-D:P0002;SYN2-372-D;JUG;LYBE;2026-07-31T14:58:30.445549+02:00;53910,44554892447;14
9;SYN2-308-D:P0001;SYN2-308-D;JUG;LYBE;2026-07-31T15:14:38.886779+02:00;54878,8867786766;15
9;SYN2-374-D:P0001;SYN2-374-D;BW;LYBE;2026-07-31T15:17:46.707460+02:00;55066,70745989147;15
9;SYN2-075-A:P0003;SYN2-075-A;LYBE;JUG;2026-07-31T15:20:03.522497+02:00;55203,52249678365;15
9;SYN2-307-D:P0001;SYN2-307-D;BW;LYBE;2026-07-31T15:22:44.121340+02:00;55364,12134047086;15
9;SYN2-311-D:P0001;SYN2-311-D;BW;LYBE;2026-07-31T15:28:36.200451+02:00;55716,20045100261;15
9;SYN2-075-A:P0001;SYN2-075-A;LYBE;LYBV;2026-07-31T15:28:37.769693+02:00;55717,76969280425;15
9;SYN2-326-D:P0001;SYN2-326-D;BW;LYBE;2026-07-31T15:33:30.049218+02:00;56010,049218413;15
9;SYN2-075-A:P0002;SYN2-075-A;LYBE;DOR;2026-07-31T15:37:44.927832+02:00;56264,92783191961;15
9;SYN2-317-D:P0001;SYN2-317-D;BW;LYBE;2026-07-31T15:38:03.434785+02:00;56283,43478452196;15
9;SYN2-078-A:P0004;SYN2-078-A;LYBE;JUG;2026-07-31T15:45:29.566121+02:00;56729,566120725925;15
9;SYN2-078-A:P0002;SYN2-078-A;LYBE;BW;2026-07-31T15:47:08.235893+02:00;56828,2358927742;15
9;SYN2-079-A:P0004;SYN2-079-A;LYBE;DOR;2026-07-31T15:50:21.575424+02:00;57021,57542425015;15
9;SYN2-079-A:P0002;SYN2-079-A;LYBE;JUG;2026-07-31T15:56:35.420907+02:00;57395,42090697816;15
9;SYN2-078-A:P0003;SYN2-078-A;LYBE;BW;2026-07-31T15:57:50.702159+02:00;57470,70215875108;15
9;SYN2-079-A:P0001;SYN2-079-A;LYBE;JUG;2026-07-31T15:58:50.928479+02:00;57530,928479481525;15
9;SYN2-076-A:P0001;SYN2-076-A;LYBE;JUG;2026-07-31T16:02:35.911724+02:00;57755,911723650825;16
9;SYN2-079-A:P0003;SYN2-079-A;LYBE;BW;2026-07-31T16:04:37.693300+02:00;57877,693300125866;16
9;SYN2-170-A:P0001;SYN2-170-A;LYBE;JUG;2026-07-31T16:05:52.018165+02:00;57952,01816468854;16
9;SYN2-078-A:P0001;SYN2-078-A;LYBE;JUG;2026-07-31T16:06:02.178195+02:00;57962,178195038374;16
9;SYN2-080-A:P0001;SYN2-080-A;LYBE;LYBV;2026-07-31T16:17:43.953720+02:00;58663,95371978564;16
9;SYN2-328-D:P0001;SYN2-328-D;DOR;LYBE;2026-07-31T16:26:08.334017+02:00;59168,33401687345;16
9;SYN2-083-A:P0001;SYN2-083-A;LYBE;LYBV;2026-07-31T16:29:27.747307+02:00;59367,74730668805;16
9;SYN2-081-A:P0001;SYN2-081-A;LYBE;DOR;2026-07-31T16:33:20.545988+02:00;59600,54598817014;16
9;SYN2-082-A:P0001;SYN2-082-A;LYBE;BW;2026-07-31T16:34:48.862963+02:00;59688,86296281452;16
9;SYN2-375-D:P0001;SYN2-375-D;LYBV;LYBE;2026-07-31T16:35:21.263181+02:00;59721,26318107643;16
9;SYN2-081-A:P0002;SYN2-081-A;LYBE;JUG;2026-07-31T16:35:45.729869+02:00;59745,72986918756;16
9;SYN2-084-A:P0002;SYN2-084-A;LYBE;DOR;2026-07-31T16:36:40.334437+02:00;59800,33443675678;16
9;SYN2-084-A:P0001;SYN2-084-A;LYBE;DOR;2026-07-31T16:40:40.799798+02:00;60040,799797820044;16
9;SYN2-171-A:P0001;SYN2-171-A;LYBE;DOR;2026-07-31T16:46:55.826799+02:00;60415,826799429655;16
9;SYN2-094-A:P0002;SYN2-094-A;LYBE;DOR;2026-07-31T16:50:33.992683+02:00;60633,99268321314;16
9;SYN2-094-A:P0001;SYN2-094-A;LYBE;BW;2026-07-31T16:52:15.435626+02:00;60735,43562608695;16
9;SYN2-173-A:P0001;SYN2-173-A;LYBE;EXPO;2026-07-31T16:52:40.677371+02:00;60760,67737051529;16
9;SYN2-106-A:P0001;SYN2-106-A;LYBE;BW;2026-07-31T16:53:41.723465+02:00;60821,72346481867;16
9;SYN2-097-A:P0001;SYN2-097-A;LYBE;DOR;2026-07-31T16:55:19.267807+02:00;60919,267806951364;16
9;SYN2-094-A:P0003;SYN2-094-A;LYBE;JUG;2026-07-31T16:55:59.201051+02:00;60959,20105092498;16
9;SYN2-089-A:P0001;SYN2-089-A;LYBE;BW;2026-07-31T16:58:11.641322+02:00;61091,64132196508;16
9;SYN2-103-A:P0001;SYN2-103-A;LYBE;BW;2026-07-31T16:58:16.402977+02:00;61096,40297702286;16
9;SYN2-376-D:P0001;SYN2-376-D;DOR;LYBE;2026-07-31T16:58:32.629727+02:00;61112,629727480555;16
9;SYN2-093-A:P0001;SYN2-093-A;LYBE;BW;2026-07-31T16:59:09.901733+02:00;61149,90173258274;16
9;SYN2-104-A:P0001;SYN2-104-A;LYBE;JUG;2026-07-31T17:00:31.177746+02:00;61231,17774578822;17
9;SYN2-090-A:P0001;SYN2-090-A;LYBE;BW;2026-07-31T17:02:02.775313+02:00;61322,77531284824;17
9;SYN2-331-D:P0002;SYN2-331-D;EXPO;LYBE;2026-07-31T17:03:33.913698+02:00;61413,91369787425;17
9;SYN2-102-A:P0001;SYN2-102-A;LYBE;JUG;2026-07-31T17:04:09.763594+02:00;61449,76359371808;17
9;SYN2-091-A:P0001;SYN2-091-A;LYBE;BW;2026-07-31T17:04:32.076134+02:00;61472,07613406346;17
9;SYN2-329-D:P0001;SYN2-329-D;BW;LYBE;2026-07-31T17:09:58.767756+02:00;61798,76775638812;17
9;SYN2-175-A:P0001;SYN2-175-A;LYBE;LYBV;2026-07-31T17:18:43.654616+02:00;62323,65461572136;17
9;SYN2-110-A:P0001;SYN2-110-A;LYBE;JUG;2026-07-31T17:29:18.822077+02:00;62958,82207697892;17
9;SYN2-110-A:P0002;SYN2-110-A;LYBE;BW;2026-07-31T17:38:59.971422+02:00;63539,97142175749;17
9;SYN2-331-D:P0001;SYN2-331-D;BW;LYBE;2026-07-31T17:40:35.632843+02:00;63635,63284298014;17
9;SYN2-111-A:P0002;SYN2-111-A;LYBE;BW;2026-07-31T18:02:53.639535+02:00;64973,63953514749;18
9;SYN2-337-D:P0001;SYN2-337-D;LYBV;LYBE;2026-07-31T18:08:16.333071+02:00;65296,333071409725;18
9;SYN2-111-A:P0001;SYN2-111-A;LYBE;DOR;2026-07-31T18:12:26.030954+02:00;65546,03095375517;18
9;SYN2-112-A:P0001;SYN2-112-A;LYBE;EXPO;2026-07-31T18:21:19.710484+02:00;66079,71048366872;18
9;SYN2-334-D:P0001;SYN2-334-D;LYBV;LYBE;2026-07-31T18:24:07.685132+02:00;66247,68513201065;18
9;SYN2-336-D:P0001;SYN2-336-D;BW;LYBE;2026-07-31T18:39:52.143774+02:00;67192,14377362035;18
9;SYN2-113-A:P0002;SYN2-113-A;LYBE;JUG;2026-07-31T18:43:22.851976+02:00;67402,85197618429;18
9;SYN2-113-A:P0001;SYN2-113-A;LYBE;LYBV;2026-07-31T18:55:48.885565+02:00;68148,88556536534;18
9;SYN2-378-D:P0003;SYN2-378-D;LYBV;LYBE;2026-07-31T19:55:23.824926+02:00;71723,82492564249;19
9;SYN2-117-A:P0002;SYN2-117-A;LYBE;BW;2026-07-31T20:18:32.852224+02:00;73112,85222412388;20
9;SYN2-117-A:P0001;SYN2-117-A;LYBE;LYBV;2026-07-31T20:23:46.589462+02:00;73426,58946228499;20
9;SYN2-118-A:P0001;SYN2-118-A;LYBE;BW;2026-07-31T20:25:46.572456+02:00;73546,57245615807;20
9;SYN2-378-D:P0001;SYN2-378-D;BW;LYBE;2026-07-31T20:28:24.924830+02:00;73704,92483001405;20
9;SYN2-118-A:P0002;SYN2-118-A;LYBE;JUG;2026-07-31T20:29:44.169655+02:00;73784,16965472979;20
9;SYN2-378-D:P0002;SYN2-378-D;LYBV;LYBE;2026-07-31T20:59:12.912313+02:00;75552,91231306769;20
9;SYN2-378-D:P0004;SYN2-378-D;BW;LYBE;2026-07-31T21:02:30.013014+02:00;75750,0130144442;21
9;SYN2-120-A:P0002;SYN2-120-A;LYBE;LYBV;2026-07-31T21:03:20.862746+02:00;75800,86274635025;21
9;SYN2-120-A:P0001;SYN2-120-A;LYBE;DOR;2026-07-31T21:07:06.941731+02:00;76026,94173129313;21
9;SYN2-121-A:P0002;SYN2-121-A;LYBE;JUG;2026-07-31T21:13:58.770803+02:00;76438,77080296983;21
9;SYN2-121-A:P0001;SYN2-121-A;LYBE;DOR;2026-07-31T21:17:41.986212+02:00;76661,98621245137;21
9;SYN2-180-A:P0001;SYN2-180-A;LYBE;DOR;2026-07-31T21:22:01.652524+02:00;76921,65252399973;21
9;SYN2-122-A:P0001;SYN2-122-A;LYBE;BW;2026-07-31T21:31:51.074813+02:00;77511,07481323757;21
9;SYN2-181-A:P0001;SYN2-181-A;LYBE;BW;2026-07-31T21:52:56.693572+02:00;78776,69357205952;21
9;SYN2-123-A:P0001;SYN2-123-A;LYBE;LYBV;2026-07-31T22:17:18.201662+02:00;80238,20166151061;22
9;SYN2-124-A:P0001;SYN2-124-A;LYBE;BW;2026-07-31T22:20:04.098166+02:00;80404,09816566737;22
9;SYN2-184-A:P0001;SYN2-184-A;LYBE;DOR;2026-07-31T22:30:48.384841+02:00;81048,38484106769;22
9;SYN2-127-A:P0001;SYN2-127-A;LYBE;BW;2026-07-31T22:33:25.320603+02:00;81205,32060338825;22
9;SYN2-129-A:P0001;SYN2-129-A;LYBE;JUG;2026-07-31T22:38:35.539136+02:00;81515,53913636107;22
9;SYN2-185-A:P0001;SYN2-185-A;LYBE;LYBV;2026-07-31T22:41:56.172628+02:00;81716,17262808514;22
9;SYN2-128-A:P0002;SYN2-128-A;LYBE;LYBV;2026-07-31T22:44:18.185681+02:00;81858,18568075012;22
9;SYN2-126-A:P0001;SYN2-126-A;LYBE;LYBV;2026-07-31T22:45:19.814932+02:00;81919,81493202943;22
9;SYN2-130-A:P0001;SYN2-130-A;LYBE;JUG;2026-07-31T22:50:21.575020+02:00;82221,57502034464;22
9;SYN2-128-A:P0001;SYN2-128-A;LYBE;LYBV;2026-07-31T22:51:16.008297+02:00;82276,00829702157;22
9;SYN2-183-A:P0001;SYN2-183-A;LYBE;EXPO;2026-07-31T22:52:34.798878+02:00;82354,79887833506;22
9;SYN2-134-A:P0002;SYN2-134-A;LYBE;BW;2026-07-31T23:01:44.163026+02:00;82904,16302604052;23
9;SYN2-139-A:P0002;SYN2-139-A;LYBE;JUG;2026-07-31T23:07:41.677893+02:00;83261,67789336518;23
9;SYN2-137-A:P0002;SYN2-137-A;LYBE;LYBV;2026-07-31T23:09:33.507683+02:00;83373,50768280539;23
9;SYN2-136-A:P0001;SYN2-136-A;LYBE;JUG;2026-07-31T23:10:07.198049+02:00;83407,19804944958;23
9;SYN2-140-A:P0001;SYN2-140-A;LYBE;DOR;2026-07-31T23:10:46.461765+02:00;83446,46176464866;23
9;SYN2-137-A:P0001;SYN2-137-A;LYBE;JUG;2026-07-31T23:11:25.585630+02:00;83485,58562986931;23
9;SYN2-139-A:P0001;SYN2-139-A;LYBE;LYBV;2026-07-31T23:12:01.042944+02:00;83521,04294368881;23
9;SYN2-134-A:P0001;SYN2-134-A;LYBE;DOR;2026-07-31T23:12:44.027987+02:00;83564,02798687898;23
9;SYN2-140-A:P0002;SYN2-140-A;LYBE;EXPO;2026-07-31T23:13:37.045218+02:00;83617,04521757894;23
9;SYN2-134-A:P0003;SYN2-134-A;LYBE;BW;2026-07-31T23:15:16.701836+02:00;83716,70183557335;23
9;SYN2-138-A:P0001;SYN2-138-A;LYBE;JUG;2026-07-31T23:17:44.238520+02:00;83864,23852016398;23
9;SYN2-144-A:P0001;SYN2-144-A;LYBE;LYBV;2026-07-31T23:24:19.342823+02:00;84259,34282325077;23
9;SYN2-147-A:P0001;SYN2-147-A;LYBE;JUG;2026-07-31T23:25:33.351658+02:00;84333,35165800968;23
9;SYN2-142-A:P0001;SYN2-142-A;LYBE;LYBV;2026-07-31T23:30:19.704367+02:00;84619,70436711583;23
9;SYN2-144-A:P0002;SYN2-144-A;LYBE;BW;2026-07-31T23:34:31.057680+02:00;84871,05768031045;23
9;SYN2-148-A:P0002;SYN2-148-A;LYBE;LYBV;2026-07-31T23:34:43.561676+02:00;84883,56167645841;23
9;SYN2-143-A:P0001;SYN2-143-A;LYBE;LYBV;2026-07-31T23:42:42.403009+02:00;85362,40300909163;23
9;SYN2-148-A:P0001;SYN2-148-A;LYBE;BW;2026-07-31T23:44:47.173474+02:00;85487,1734737955;23
9;SYN2-152-A:P0001;SYN2-152-A;LYBE;LYBV;2026-08-01T00:08:24.578891+02:00;86904,57889138862;24
10;SYN2-342-D:P0001;SYN2-342-D;JUG;LYBE;2026-07-30T21:21:39.833348+02:00;-9500,166651654272;-3
10;SYN2-190-D:P0001;SYN2-190-D;BW;LYBE;2026-07-30T21:42:59.409710+02:00;-8220,590289528205;-3
10;SYN2-197-D:P0001;SYN2-197-D;LYBV;LYBE;2026-07-30T22:03:32.003049+02:00;-6987,996951156449;-2
10;SYN2-194-D:P0001;SYN2-194-D;DOR;LYBE;2026-07-30T22:07:02.630214+02:00;-6777,369785773869;-2
10;SYN2-002-A:P0001;SYN2-002-A;LYBE;JUG;2026-07-31T01:30:45.622293+02:00;5445,62229291369;1
10;SYN2-153-A:P0002;SYN2-153-A;LYBE;JUG;2026-07-31T01:41:29.137527+02:00;6089,137527225063;1
10;SYN2-153-A:P0001;SYN2-153-A;LYBE;BW;2026-07-31T01:43:16.225031+02:00;6196,225030533657;1
10;SYN2-003-A:P0001;SYN2-003-A;LYBE;LYBV;2026-07-31T01:44:07.708219+02:00;6247,708218976197;1
10;SYN2-004-A:P0001;SYN2-004-A;LYBE;BW;2026-07-31T02:05:51.756006+02:00;7551,756005780431;2
10;SYN2-200-D:P0002;SYN2-200-D;BW;LYBE;2026-07-31T02:17:36.169004+02:00;8256,169004437648;2
10;SYN2-199-D:P0001;SYN2-199-D;BW;LYBE;2026-07-31T02:20:07.901262+02:00;8407,90126206067;2
10;SYN2-220-D:P0001;SYN2-220-D;JUG;LYBE;2026-07-31T02:32:54.561951+02:00;9174,561951054073;2
10;SYN2-347-D:P0002;SYN2-347-D;DOR;LYBE;2026-07-31T02:34:10.706916+02:00;9250,706916203435;2
10;SYN2-202-D:P0001;SYN2-202-D;BW;LYBE;2026-07-31T02:52:10.782016+02:00;10330,782016094097;2
10;SYN2-213-D:P0001;SYN2-213-D;BW;LYBE;2026-07-31T02:54:37.955539+02:00;10477,955539026829;2
10;SYN2-202-D:P0002;SYN2-202-D;BW;LYBE;2026-07-31T02:58:38.113059+02:00;10718,113059309351;2
10;SYN2-207-D:P0001;SYN2-207-D;LYBV;LYBE;2026-07-31T03:06:05.785494+02:00;11165,78549449502;3
10;SYN2-346-D:P0001;SYN2-346-D;DOR;LYBE;2026-07-31T03:11:24.203818+02:00;11484,203818000273;3
10;SYN2-211-D:P0001;SYN2-211-D;BW;LYBE;2026-07-31T03:13:45.181490+02:00;11625,181489637027;3
10;SYN2-206-D:P0002;SYN2-206-D;LYBV;LYBE;2026-07-31T03:14:05.784047+02:00;11645,78404686023;3
10;SYN2-350-D:P0001;SYN2-350-D;JUG;LYBE;2026-07-31T03:15:58.809620+02:00;11758,809620201802;3
10;SYN2-348-D:P0001;SYN2-348-D;LYBV;LYBE;2026-07-31T03:18:41.307433+02:00;11921,307433301525;3
10;SYN2-214-D:P0001;SYN2-214-D;BW;LYBE;2026-07-31T03:22:45.541667+02:00;12165,54166721983;3
10;SYN2-210-D:P0001;SYN2-210-D;BW;LYBE;2026-07-31T03:32:16.643097+02:00;12736,643097479882;3
10;SYN2-207-D:P0002;SYN2-207-D;DOR;LYBE;2026-07-31T03:33:00.783507+02:00;12780,783506605607;3
10;SYN2-200-D:P0001;SYN2-200-D;EXPO;LYBE;2026-07-31T03:37:43.110886+02:00;13063,110886367329;3
10;SYN2-225-D:P0001;SYN2-225-D;JUG;LYBE;2026-07-31T03:38:03.185485+02:00;13083,185484617909;3
10;SYN2-206-D:P0001;SYN2-206-D;JUG;LYBE;2026-07-31T03:41:15.308026+02:00;13275,308026455808;3
10;SYN2-233-D:P0001;SYN2-233-D;BW;LYBE;2026-07-31T03:50:00.617984+02:00;13800,617983658172;3
10;SYN2-347-D:P0001;SYN2-347-D;DOR;LYBE;2026-07-31T03:53:15.248159+02:00;13995,248159093457;3
10;SYN2-227-D:P0001;SYN2-227-D;BW;LYBE;2026-07-31T04:02:39.815609+02:00;14559,815609092879;4
10;SYN2-222-D:P0001;SYN2-222-D;DOR;LYBE;2026-07-31T04:13:43.389063+02:00;15223,389063490587;4
10;SYN2-346-D:P0002;SYN2-346-D;BW;LYBE;2026-07-31T04:14:19.977079+02:00;15259,977078768225;4
10;SYN2-227-D:P0002;SYN2-227-D;JUG;LYBE;2026-07-31T04:18:01.948486+02:00;15481,948486114772;4
10;SYN2-224-D:P0001;SYN2-224-D;JUG;LYBE;2026-07-31T04:18:48.076538+02:00;15528,076538073426;4
10;SYN2-226-D:P0001;SYN2-226-D;BW;LYBE;2026-07-31T04:23:01.120757+02:00;15781,12075730579;4
10;SYN2-224-D:P0002;SYN2-224-D;BW;LYBE;2026-07-31T04:28:38.247334+02:00;16118,24733416969;4
10;SYN2-231-D:P0001;SYN2-231-D;BW;LYBE;2026-07-31T04:31:00.998064+02:00;16260,998063681582;4
10;SYN2-221-D:P0001;SYN2-221-D;BW;LYBE;2026-07-31T04:34:16.106182+02:00;16456,106181982115;4
10;SYN2-015-A:P0001;SYN2-015-A;LYBE;BW;2026-07-31T05:38:30.011900+02:00;20310,011900273705;5
10;SYN2-009-A:P0001;SYN2-009-A;LYBE;BW;2026-07-31T05:45:15.797132+02:00;20715,797132413252;5
10;SYN2-155-A:P0001;SYN2-155-A;LYBE;DOR;2026-07-31T05:52:54.096209+02:00;21174,096209050364;5
